jp,tw,kw
"{ガウ}
	「{ガウ}の宝だ　ピカピカ
　ピカピカ　ピカピカの宝だ！","{Gau}:
	{Gau}'s treasure. Glitter,
	glitter, treasure glitter!","GAU:
	{GAU}'s treasure......
	shiny, shiny!!
	Shiny, shiny, shiny!!!"
"{マッシュ}
	「そんなに、
	ピカピカしてるのか？","{Mash}:
	Does it really glitter that much?","{SABIN}:
	Can anything be THAT shiny?"
"{ガウ}
	「ござるは　ピカピカすきか？","{Gau}:
	Thou like glitter?","{GAU}:
	Does Mr. Thou like shiny
  thing?"
"{マッシュ}
	「ござるは、あっちだ！！","{Mash}:
	Thou's over there!!","{SABIN}:
	Mr. Thou's that one,
  over THERE!!"
"ピカピカかあ……
	{ロック}が聞いたら、
	うらやましがるだろうなあ……","Glitter, huh...
	I'll bet {Lock}'s gonna be
	jealous when he hears...","A shiny thing, eh...? Think how
  jealous {LOCKE}'s gonna be
  when he hears about this!"
"{ガウ}
	「{ロック}って　だれだ？
	わるいやつか　おいらの宝
	とろうとしてるのか？","{Gau}:
	Who {Lock}?
	Bad guy? Try steal
	my treasure?","{GAU}:
	Who be {LOCKE}?
  He bad man? Maybe he try
  steal my treasure!"
"{マッシュ}
	「{ロック}っていうのは……","{Mash}:
	{Lock}? He's...","{SABIN}:
	{LOCKE}? Well, he's......"
"{マッシュ}
	「人の話を聞けよ！！！","{Mash}:
	Listen when someone's talking!!!","{SABIN}:
	Listen when someone's talking
  to you!"
"{カイエン}
	「なにか、言いたそうだ！","{Cayenne}:
	Seems he doth want to say something!","{CYAN}:
	I think he's trying to tell us
  something!"
"{マッシュ}
	「……しょうがないなあ……
　で、何なんだよー？","{Mash}:
	...oh, forget it...
  Well, what is it?","{SABIN}:
	Urgh......all right......carry on......"
"{ガウ}
	「ここ　ここ！
	ここに　ピカピカ　ある","{Gau}:
	Here, here!
	Glitter here.","{GAU}:
	Here! Here!
  Shiny thing here!!"
"{ガウ}
	「{マッシュ}　たっているところ
	そこ　モブリズ！","{Gau}:
	Where {Mash} standing,
	Mobliz there!","{GAU}:
  {SABIN},
  place where you buy food......
  it called Mobliz!"
"{ガウ}
	「{カイエン}　たっているところ
	おまえたち　ながれついて
	たところ","{Gau}:
	Where {Cayenne} standing,
	there where yous washed up.","{GAU}:
  {CYAN},
  place where you stand......
  river brought you there......"
"「おいら　いるあたり　みかづき
	みかづきやま　みかづきやま
	ピカピカ　ある","Crescent moon where me is.
	Crescent Moon Mountain, glitter in
	Crescent Moon Mountain.","Now,
  we go Crescent Mountain!
  Shiny thing, there!"
"{カイエン}
	「とにかく、ガウの言う、
	その、三日月山とやらに行って
	みるとするか","{Cayenne}:
	Anyhow, mayhap we try going to
	this, Crescent Moon Mountain,
	or wherever Gau spake of.","{CYAN}:
	Look, let's just go along with
  him to this Crescent Mountain."
"{マッシュ}
	「ふう……、やれやれ、
	やっかいヤツが仲間になったよな
	……","{Mash}:
	Phew... yeesh, now there's a
	pain in the ass in the group.
	......","{SABIN}:
	Phew......why'd we invite him
  along anyway...?"
"{ガウ}
	「ござる！　はやくこい！
	おいてくぞ！！","{Gau}:
	Thou! Come quick!
  Leaving you behind!!","{GAU}:
	Mr. Thou! Hurry up!
  We're leaving!!"
"{マッシュ}
	「だから、ござるじゃないって
	言ってるだろ、ござるじゃないって……","{Mash}:
	I TOLD you, I'm not Thou,
	Thou's not me...","{SABIN}:
	Hey! I told you once,
	I'm not Mr. Thou!!!"
"カッパ
	「えー、{ガウ}の育て方の
　説明をさせてもらいます。","Kappa:
	Hokay, now let me explain
	how to build up {Gau}.","KAPPA:
	Here's how to build up
	{GAU}'s skills."
"１　獣ケ原でしか使えないコマンド
	　「とびこむ」を選びます","1) Select the command Leap,
	 unusable outside of the Beast Plain.","1. Choose ""Leap"", a command
  that only appears when you
  are on the Veldt."
"２　獣ケ原で、バトルをつづけると、
	　ひょっこり現われてパーティーに
	　入ります","2) If you keep fighting on the Beast
	 Plain, he will pop up at random
	 and join the party.","2. Keep fighting on the Veldt,
  and {GAU} will reappear.
  He will have learned the..."
"３　すると、飛び込んだシーンと、
	　現われたシーンのモンスターを
	　ほとんど覚えます","3) He will then memorize just about every
	 monster from the scene when he leapt
	 and the scene when he appeared.","3. ...attacks of the monsters
  you were fighting when he
  leapt and returned!"
「がうー！！,Gauuu!!,Uwaau~!!
「がうー！！,Gauuu!!,Uwaau~!!
"４　コマンド「あばれる」で
	　覚えたモンスターのように
	　あばれることができます","4) He can use the Rage command
	 to go wild, acting like a monster
	 he has memorized.","4. Choose the command ""Rage""
  and you can use any of the
  attacks he'd learned."
"「それでは、ゲームのつづきを
　どうぞ。","And now, feel free to continue
	the game.","And now, please continue your
  quest!"
"ガウガウ、おれ{ガウ}！
	みんなのなかま！　なかま！
	またいっしょに、たびをするー！","Gau gau, me {Gau}!
	Everyone's buddy! Buddy!
	We travel together again!","Uwao, aooh! I'm {GAU}!
	I'm your friend!
	Let's travel together!"
"{ﾏｯｼｭ}「{カイエン}！
  　{ガウ}の言ってたピカピカが
  　ここにあるんだ！","{Mash}: {Cayenne}!
	 The glitter {Gau} was talking
	 about is here!","{SABIN}: {CYAN}!
  The shiny thing {GAU} spoke of is
  in here."
"{ｶｲｴﾝ}「で、{ガウ}殿
  　どこにあるのでござるか？","{Cayenne}: So, Sir {Gau},
	 where might it be?","{CYAN}: Uh, Sir {GAU},
  where exactly is it?"
{ｶﾞｳ}「{ガウ}、わすれた！！,{Gau}: {Gau} forgot!!,{GAU}: {GAU}...forget!!
"{ﾏｯｼｭ}「さがしてみるか？
	{ｶｲｴﾝ}「しかたないでござるな。","{Mash}: Try looking for it?
	{Cayenne}: We have little choice.","{SABIN}: Shall we look around?
	{CYAN}: Indeed!"
{ﾏｯｼｭ}「こっちじゃないな。,{Mash}: Must not be over here.,{SABIN}: Not over here...
{ﾏｯｼｭ}「ポーション…,{Mash}: A Potion...,{SABIN}: Tonic...
"{ｶｲｴﾝ}「こ、これが、
　{ガウ}殿の宝でござるか？","{Cayenne}: Th-this be thy
	 treasure, Sir {Gau}?",{CYAN}: T...this is Sir {GAU}'s treasure?!
"{ﾏｯｼｭ}「なんだよ{ガウ}。
　何かあったのか？","{Mash}: What, {Gau}?
	 Something there?","{SABIN}: Hey, {GAU}.
  What's wrong?"
{ｶﾞｳ}「ガウ！！,{Gau}: Gau!!,{GAU}: GAU!!
"{ﾏｯｼｭ}「ごっ、５００ギル入った
　オレのサイフが！！","{Mash}: M-my wallet,
	 it had 500 gil in it!!","{SABIN}: G'uh! My pouch! There
  was 500 GP in it...!"
{ﾏｯｼｭ}「{ガウ}、てめえ！,"{Mash}: {Gau}, you little...!",{SABIN}: {GAU}...YOU!
"{ｶｲｴﾝ}「まあ、まあ。
　{マッシュ}殿、ここはせっしゃに
　めんじて。","{Cayenne}: Now, now.
	 Sir {Mash}, leave it go, for my sake.","{CYAN}: Oh, dear.
  Sir {SABIN}, let me handle this."
{ﾏｯｼｭ}「うが～～～～っ！！,{Mash}: UGAAAAAAH!!,{SABIN}: Urggggh!
"{ｶｲｴﾝ}「{マッシュ}殿…
　サイフはせっしゃにあずけたでは
　ござらぬか。　ほれ。","{Cayenne}: Sir {Mash}...
	 Didst not entrust thy wallet to me?
	 Here.","{CYAN}: Sir {SABIN}...
  Recall that you had me hold
  onto your pouch. Here."
"{ｶｲｴﾝ}「これが、ピカピカ、
　でござるか？",{Cayenne}: This be the glitter?,"{CYAN}: Is this it?
  {GAU}'s ""treasure""?"
"{ｶﾞｳ}「たから！　たから！
	{ｶｲｴﾝ}「単なるガラス玉ですのう
	{ﾏｯｼｭ}「頭がスッポリはいるぜ。","{Gau}: Treasure! Treasure!
	{Cayenne}: 'Tis a mere glass ball.
	{Mash}: Your head fits right inside.","{GAU}: Treasure...yesss...
	{CYAN}: Looks like glass...
	{SABIN}: Looks like it just might fit..."
"{ﾏｯｼｭ}「は　は～ん。
	　これ使えるかな？","{Mash}: Ah-ha!
	 Could we use this?","{SABIN}: Hummm...
	Is this of any use?"
"{ﾏｯｼｭ}「これをかぶれば、
	　水中でも息ができるかな…って？","{Mash}: I guess you can even breathe
	 underwater with this on... was that it?",{SABIN}: Will this really let us breathe underwater?
{ﾏｯｼｭ}「じゃあ、行くぜ！,{Mash}: Then here we go!,{SABIN}: Let's go!
"{ｶｲｴﾝ}「はげしい流れでござるな…
	{ﾏｯｼｭ}「たしかに…","{Cayenne}: The current be tempestuous...
	{Mash}: Sure is...","{CYAN}: Current's...fast.
	{SABIN}: No kidding."
"{ﾏｯｼｭ}「しかし、蛇の道を使わねば
	　兄貴達とは合流できないし…","{Mash}: But we can't meet up with big bro and
	 the others if we don't use Serpent's Way...","{SABIN}: But unless we hop in, we won't see our friends again..."
{ﾏｯｼｭ}「じゃあ、行くぜ！,{Mash}: Then here we go!,{SABIN}: Let's go!
"おどり子「ねぇ～
	　おにいさん。
	　わたしといっしょにのまない？
	　うっふ～ん","Dancer: Heyyyyy,
	 big boy.
	 Wanna drink with me?
	 *flirtatious giggle*","DANCER: Yoo hoo!
  You handsome thing.
  How 'bout joining me?
  Tee hee!"
"{ｶｲｴﾝ}「な　な　な　なにを
　ふしだらな！そこになおれ！","{Cayenne}: Wh-wh-wh-what?
	 How depraved! Repent forthwith!","{CYAN}: H...how dare you...
	you licentious howler!"
"おどり子「おかたい事なしよ。
　楽しもうよ。ほら　タニマ。","Dancer: Don't be so stuffy.
	 Let's have some fun. Looky, *cleavage*.","DANCER: Geez,
	don't blow an arterty, baby!"
{ｶｲｴﾝ}「た　た　た　たたタニマ～？！,{Cayenne}: C-c-cl-cl-CLEAVAGE?!,{CYAN}: B...baby?!
"{ﾏｯｼｭ}「{カイエン}さん
	　メンエキなさそうだからね。
	{ｶｲｴﾝ}「お　おぬしは平気なのか？","{Mash}: {Cayenne}-san,
	 looks like you're hardly immune.
	{Cayenne}: Th-thou'rt calm?","{SABIN}: {CYAN}...
	Don't let it get to you.
	{CYAN}: I'm not like that!"
"{ﾏｯｼｭ}「禁欲生活長かったからねえ。
　これも修業のたまものって事。","{Mash}: I've lived as an ascetic for so long.
	 This is that fruits of training stuff, too.","{SABIN}: No one thinks you are.
  Just let it go."
"おどり子「ごちゃごちゃ言ってないで。
　ねぇ～～","Dancer: Don't gripe.
	 Come onnnnn!","DANCER: Stop whispering!
  My ears are burnin', baby!"
"{ｶｲｴﾝ}「こ　コラ。
　おぬし。オナゴと言うのはな。
　恥じらいとつつしみを持ってじゃな…
　ウンチク……ウンチク…ウンチク…","{Cayenne}: N-now, see here.
	 The distaff, you see, they ought
	 have shame, and modesty...
	 etc... etc.. etc...","{CYAN}: Enough!
  Have you no shame?
  I'll have you know...etc...etc."
"レテ川下流の小屋に変な親父が
	いたろう？
	１３年前にあの男の子供をとって
	やったんだよ。
	でも出産に立ち会ったのがまずかった。
	出産場面のすさまじさと母体の死で
	気が動転しての。
	赤くそまった赤子を化け物と
	カン違いしてすててしまったのさ。
	もう生きていないだろうね。","There's a strange old man in a
	shack down the Lethe River, right?
	I delivered that man's child
	thirteen years ago.
	But I wish I hadn't witnessed the birth.
	A dreadful delivery and the mother's
	death drove him out of his mind.
	He mistook the reddened baby
	for a monster and threw him out.
	I doubt the child's still alive.","Ya met that odd man, lives near the Lete River? His wife bore 'im a son 13 years ago.
	It was a problem birth, and the woman passed away. The man totally lost it.
	He thought the newborn was a monster. Wonder what happened to the poor little baby?"
"{ｶｲｴﾝ}「ナルシェは
　目と鼻の先でござるな。","{Cayenne}: Narshe is but a
	 stone's throw away.","{CYAN}: Narshe is just a stone's
  throw away!"
"{ﾏｯｼｭ}「兄貴達は無事
　ついているだろうか…","{Mash}: Have big bro and the others
	 made it there safely...?","{SABIN}: I hope the others arrived
  safely!"
{ｶｲｴﾝ}「心配なさるな。,{Cayenne}: Worry not.,{CYAN}: I'm sure they did.
{ｶﾞｳ}「ガウ……,{Gau}: Gau...,"{GAU}: Me hope so, too..."
"
	　　　３者はナルシェに結集。
	　　そして決戦の時が始まる……","
	The three groups assemble at Narshe.
	Thus begins a decisive battle...","
	The three have reached Narshe,
	and a decisive battle is about to
	take place..."
